err,ROI,position,subject
1.3110901113198,2,5,2
1.2570257905693,2,5,3
0.304826038370126,2,5,4
0.923748714249246,2,5,5
2.33614745744241,2,5,6
0.55,2,5,7
1.75891486243639,2,5,8
0.240986439657846,2,5,9
0.111459215729707,3,5,1
2.35700611461281,3,5,2
1.18323302823472,3,5,3
0.27888183369362,3,5,4
1.73174470353262,3,5,5
2.33275460374372,3,5,6
0.0961000821545009,3,5,7
1.58121762793041,3,5,8
0.656249108865565,3,5,9
0.079305224254297,4,5,1
2.25,4,5,2
1.22081322270551,4,5,3
0.269746167047432,4,5,4
1.10920207097482,4,5,5
0.382875663337634,4,5,6
0.513744656755937,4,5,7
1.32920242914582,4,5,8
0.825105581223947,4,5,9
0.12804045739564,5,5,1
0.341531533092955,5,5,2
0.496145856173683,5,5,3
0.45271259341389,5,5,4
1.23898682560811,5,5,5
0.508324824064632,5,5,6
0.634634348408124,5,5,7
1.76694765086806,5,5,8
0.193850378117473,5,5,9
0.134991246878162,6,5,1
0.35,6,5,2
0.625983212244282,6,5,3
0.166269502944414,6,5,4
1.81681438324702,6,5,5
0.514934985333867,6,5,6
0.295144703016845,6,5,7
2.22764809611935,6,5,8
0.00308322589743915,6,5,9
0.0047573738861002,7,5,1
0.0175990637456698,7,5,2
1.31175351240985,7,5,3
0.0730287961905197,7,5,4
2.06053953659227,7,5,5
0.416186537560214,7,5,6
0.444641196465602,7,5,7
1.85916527754518,7,5,8
0.143417952573513,7,5,9
0.146375931077637,8,5,1
3.25,8,5,2
0.290656645910102,8,5,3
0.22990056182931,8,5,4
2.27875918395081,8,5,5
0.505124568503435,8,5,6
0.497435382791015,8,5,7
1.84318494759447,8,5,8
0.263421329362425,8,5,9
0.0266520920723959,9,5,1
2.26851586728687,9,5,2
0.769969928164026,9,5,3
0.163046223402208,9,5,4
0.568959775770679,9,5,5
0.270670693004596,9,5,6
2.03850018065217,9,5,7
2.1181756551096,9,5,8
0.251970429091225,9,5,9
0.0767460080579352,1,6,1
1.22629518984839,1,6,2
2.22348798825939,1,6,3
1.99177960281413,1,6,4
0.145360388612844,1,6,5
0.731949874868784,1,6,6
0.372615083966152,1,6,7
0.573226758118754,1,6,8
0.0863822312288645,1,6,9
0.086544744283759,2,6,1
1.33133714514822,2,6,2
2.24026843334425,2,6,3
1.15674951820206,2,6,4
0.139090294650605,2,6,5
0.533202951619994,2,6,6
1.04466841296765,2,6,7
0.189226126753181,2,6,8
0.193792072041424,2,6,9
0.484894866691369,3,6,1
0.996818266191662,3,6,2
0.764980754374496,3,6,3
1.95,3,6,4
0.27955643554298,3,6,5
0.68367467262504,3,6,6
1.28420413609428,3,6,7
0.0499999999999998,3,6,8
0.282792405195182,3,6,9
0.603677590203976,4,6,1
0.693353743310129,4,6,2
1.64461229378358,4,6,3
0.481699228842567,4,6,4
0.300422243164065,4,6,5
0.890856816323632,4,6,6
0.555165753642309,4,6,7
0.256154510488626,4,6,8
0.368297668662785,4,6,9
0.284202722526298,5,6,1
0.239046387998372,5,6,2
0.224781557416045,5,6,3
0.138554378246744,5,6,4
0.168999755216633,5,6,5
0.457981990246644,5,6,6
0.73146101122768,5,6,7
0.05,5,6,8
0.345333555041561,5,6,9
0.307091839351455,6,6,1
3.25,6,6,2
0.443681810494042,6,6,3
0.65,6,6,4
0.28321913751488,6,6,5
0.718177742951198,6,6,6
0.573798517751441,6,6,7
0.53530718449016,6,6,8
0.405273516880893,6,6,9
0.329478395598236,7,6,1
0.0682114331703556,7,6,2
0.906351110090096,7,6,3
0.175146527511618,7,6,4
0.175015340213315,7,6,5
0.568158824844539,7,6,6
0.668417841795718,7,6,7
1.26122281270102,7,6,8
0.431662628096433,7,6,9
0.297160958930835,8,6,1
1.03199858750146,8,6,2
0.405193866621865,8,6,3
0.195908526332511,8,6,4
0.377395643421437,8,6,5
0.585199859692275,8,6,6
3.75,8,6,7
0.385140052024386,8,6,8
0.287972074757308,8,6,9
0.41767001119582,9,6,1
2.25065519365013,9,6,2
0.496622259302697,9,6,3
0.0523443644940693,9,6,4
0.322668985720534,9,6,5
0.539787579687993,9,6,6
1.13858996916514,9,6,7
0.575160834852661,9,6,8
0.453530047965433,9,6,9
